"Date:December 14, 1933","Location:Eshowe, South Africa",Aboard:6   (passengers:4  crew:2),Fatalities:5   (passengers:3  crew:2),Summary:Crashed in poor weather conditions while enroute.
"Date:December 30, 1933","Location:Near Ruysselede, Belgium",Aboard:10   (passengers:8  crew:2),Fatalities:10   (passengers:8  crew:2),Summary:Crashed  into a field in desnse fog after hitting a radio antenna tower which tore off a wing.
"Date:January 15, 1934","Location:Corbigny, France",Aboard:14   (passengers:10  crew:4),Fatalities:14   (passengers:10  crew:4),"Summary:The aircraft crashed while en route in a severe snowstorm.  Icing. The aircraft was named ""Emeraude."""
"Date:January 20, 1934","Location:Carombe, France",Aboard:2   (passengers:?  crew:?),Fatalities:2   (passengers:?  crew:?),Summary:?
"Date:February 23, 1934","Location:Near Salt Lake City, Utah",Aboard:8   (passengers:5  crew:3),Fatalities:8   (passengers:5  crew:3),"Summary:Crashed on top of Parley's Canyon, 20 miles from Salt Lake City shortly after taking off for Cheyenne. Pilot error. The crew failed to gain sufficient altitude to clear rapidly rising terrain."
"Date:February 26, 1934","Location:Rio de Oro, Morocco",Aboard:6   (passengers:?  crew:?),Fatalities:1   (passengers:?  crew:?),Summary:?
"Date:March 06, 1934","Location:Petersburg, Illinois",Aboard:4   (passengers:3  crew:1),Fatalities:4   (passengers:3  crew:?),Summary:Crashed into a snow drift due to icing in a blizzard.
"Date:March 10, 1934","Location:Pereira, Colombia",Aboard:6   (passengers:4  crew:2),Fatalities:5   (passengers:3  crew:2),"Summary:Scadta was a Pan Am subsidiary.  It was operating a domestic flight, which crashed in the Colombian jungle, which was called ""Green Hell."" Five Goigira Indians, who were canoeing up the Uribe River, found pieces of clothing, and then dead bodies of five people from the crash, and the wreckage of the aircraft.  They also found a man who was alive, but dazed, exhausted, half crazy and unable to speak.  They carried him for seven days through the jungle to civilization.  He later recovered, and his name was Newton C. Marshall, General Manager of South American Gold & Platinum Company.  He was the only survivor."
"Date:March 22, 1934","Location:Near Lima, Peru",Aboard:15   (passengers:12  crew:3),Fatalities:3   (passengers:0  crew:3),Summary:Crashed on take off due to engine failure.
"Date:April 10, 1934","Location:Ningpo Bay, China",Aboard:3   (passengers:1  crew:2),Fatalities:3   (passengers:1  crew:2),Summary:?
"Date:May 09, 1934",Location:English Channel,Aboard:6   (passengers:3  crew:3),Fatalities:6   (passengers:3  crew:3),Summary:Crashed into the English Channel and sunk immedately in fog.
"Date:May 31, 1934","Location:Croydon, England",Aboard:2   (passengers:0  crew:2),Fatalities:2   (passengers:0  crew:2),Summary:The cargo plane struck an aerial mast and crashed into houses while attempting to take off.
"Date:June 09, 1934","Location:Mongaup Mountain, New York",Aboard:7   (passengers:4  crew:3),Fatalities:7   (passengers:4  crew:3),"Summary:Crashed into Last Chance Hill in the Catskill Mountains at an altitude of 2,000 feet in fog and thunderstorms while en route. Pilot deviated from the prescribed course and flew over hazardous terrain."
"Date:June 11, 1934","Location:Junin, Argentina",Aboard:10   (passengers:7  crew:3),Fatalities:6   (passengers:3  crew:3),"Summary:Crashed into Mar Chiquita Lagoon during a heavy rainstorm. The aircraft was named ""San Pedro."""
"Date:June 22, 1934","Location:Chausseehausen, Germany",Aboard:7   (passengers:5  crew:2),Fatalities:1   (passengers:0  crew:1),Summary:Weather related.
"Date:June 23, 1934","Location:Burbank, California",Aboard:1   (passengers:0  crew:1),Fatalities:1   (passengers:0  crew:1),Summary:Crashed while en route to pick up passengers. The plane crashed near a fire station in heavy fog and burst into flames killing the pilot.
"Date:July 09, 1934","Location:San Bernardino, California",Aboard:4   (passengers:3  crew:1),Fatalities:3   (passengers:2  crew:1),Summary:Failed to gain altitude and struck a grove of trees while attempting to take off. The plane came to rest in a watermelon patch.
"Date:July 27, 1934","Location:Near Tuttlingen, Germany",Aboard:12   (passengers:9  crew:3),Fatalities:12   (passengers:9  crew:3),"Summary:The aircraft crashed during a violent storm near the Swiss - Germany border. The plane fell from a height of 3,000 feet, bursting into flames. Failure of the right wing caused by fractures in the structure which occurred because of  oscillations in the wing."
"Date:August 05, 1934","Location:Bahia, Brazil",Aboard:2   (passengers:0  crew:2),Fatalities:2   (passengers:0  crew:2),Summary:The crew lost control of the aircraft and crashed while taking off from Bahia while on a mail flight.
"Date:August 10, 1934","Location:Ningbo, China",Aboard:?   (passengers:?  crew:?),Fatalities:?   (passengers:?  crew:?),Summary:?
"Date:August 31, 1934","Location:Amazonia, Missouri",Aboard:5   (passengers:4  crew:1),Fatalities:5   (passengers:4  crew:1),Summary:The plane crashed about 11 miles from St. Joseph in heavy fog. Pilot error in taking off in dangerous weather conditions and turning too close the the ground in a fog-bound area. Inaccurate weather conditions reported to the pilot.
"Date:October 02, 1934",Location:English Channel,Aboard:7   (passengers:6  crew:1),Fatalities:7   (passengers:6  crew:1),"Summary:While overflying The Channel, the pilot encountered poor weather conditions with light rain and fog. He decided to return but due to low visibility and while cruising VFR, he was unable to distinguish the water surface and eventually lost control of the aircraft that crashed into the sea some five km off Folkestone. The pilot""s lack of skill and knowledge in matters of navigation ."
"Date:October 03, 1934","Location:Near Winton, Australia",Aboard:3   (passengers:2  crew:1),Fatalities:3   (passengers:2  crew:1),"Summary:Crashed after in-flight loss of control, possibly stalled at low altitude in dusty low-visibility conditions."
"Date:October 19, 1934","Location:Bass Strait, Australia",Aboard:11   (passengers:9  crew:2),Fatalities:11   (passengers:9  crew:2),Summary:Crashed 10 miles off the coast under unknown circumstances
"Date:November 02, 1934","Location:Kiapit, Australia",Aboard:4   (passengers:2  crew:2),Fatalities:2   (passengers:2  crew:0),"Summary:On final approach to Kaiapit, the aircraft was too low and hit a house short of runway and caught fir. The aircraft was named ""Canberra."""
"Date:November 15, 1934","Location:Amazonia, Montana",Aboard:2   (passengers:0  crew:2),Fatalities:2   (passengers:0  crew:2),"Summary:While flying at night in marginal weather conditions, the pilot flew too close to the ground  hit trees and crashed in flames in a wooded area.  The pilot committed an error in judgment in turning too close to the ground in a fog bound area."
"Date:November 15, 1934","Location:Near Longreach, Australia",Aboard:4   (passengers:3  crew:1),Fatalities:4   (passengers:3  crew:1),Summary:The aircraft suddenly went out of control and crashed to the ground on its delivery flight from England to Brisbane. Improper loading of parts resulting in an aft center of gravity.
"Date:December 07, 1934","Location:Salchau, Germany",Aboard:3   (passengers:0  crew:3),Fatalities:3   (passengers:0  crew:3),Summary:Crashed under unknown circumstances
"Date:December 08, 1934","Location:Columbia, Missouri",Aboard:1   (passengers:0  crew:1),Fatalities:1   (passengers:0  crew:1),Summary:The mail plane crashed to the ground from a low altitude. Icing.
"Date:December 10, 1934","Location:Palma Soriano, Cuba",Aboard:8   (passengers:5  crew:3),Fatalities:4   (passengers:2  crew:2),Summary:Crashed into a mountain in poor weater condtions and low visiblity while en route.
"Date:December 20, 1934","Location:Rutbah Wells, Syria",Aboard:7   (passengers:3  crew:4),Fatalities:7   (passengers:3  crew:4),"Summary:While flying over the Iraqi Desert at night, the crew encountered poor weather conditions and decided to divert to Rutbah Wells. On approach, the aircraft impacted the ground and exploded.16 km from Rutbah Wells airfield. The aircraft was named ""Uiver"" (Dutch word for stork)."
"Date:December 22, 1934","Location:Sunbright, Tennessee",Aboard:1   (passengers:0  crew:1),Fatalities:1   (passengers:0  crew:1),"Summary:Crashed into Big Pilot mountain, 50 feet from the top of the summit, four miles from Sunbright, in poor visibility. The battery-generator system failed, thus causing an error in the ship's compass and probably affecting other essential navigation instruments."
"Date:December 31, 1934",Location:?,Aboard:10   (passengers:8  crew:2),Fatalities:10   (passengers:8  crew:2),Summary:Crashed under unknown circumstances.
"Date:January 08, 1935","Location:Near Karachi, Pakistan",Aboard:2   (passengers:0  crew:2),Fatalities:0   (passengers:0  crew:2),Summary:Crashed into a column of soldiers during training. The crew survived with injuries but 15 soldiers were killed and 11 injured. Later the pilot was court-martialled and dismissed.
"Date:January 26, 1935","Location:Pittsburgh, Pennsylvania",Aboard:1   (passengers:0  crew:1),Fatalities:1   (passengers:0  crew:1),Summary:The mail plane crashed and burned soon after taking off in a blinding snowstorm.
"Date:January 31, 1935","Location:Stettin, Germany",Aboard:11   (passengers:8  crew:3),Fatalities:11   (passengers:8  crew:3),"Summary:Crashed full speed into a hill, 450 feet high in rain and fog. Icing."
"Date:February 12, 1935","Location:Off Point Sur, Californiia",Aboard:83   (passengers:0  crew:83),Fatalities:2   (passengers:0  crew:2),Summary:The airship suffered structural failure in a storm. The airship descended slowly and most of the crew were able to escape. This accident ended the US Navy's airship program.
"Date:March 07, 1935","Location:Schievelbein, Germany",Aboard:3   (passengers:0  crew:3),Fatalities:0   (passengers:0  crew:0),Summary:Fuselage failure forced an emergency landing in a field.
"Date:March 15, 1935","Location:El Arish, Egypt",Aboard:6   (passengers:5  crew:1),Fatalities:3   (passengers:2  crew:1),"Summary:After flying over the airport into a strong headwind, in an attempt to land, one of the aircraft's two engines failed.  While attempting to return to the airport the pilot headed into the strong wind and lost airspeed until he stalled and crashed from a height  of 100 - 130 feet."
"Date:March 29, 1935","Location:Off Samland, Germany",Aboard:5   (passengers:0  crew:5),Fatalities:5   (passengers:0  crew:5),"Summary:The crew,(3 student pilots and 2 instructors were performing a training flight over Baltic Sea when the  aircraft crashed into the sea for reasons unknown."
"Date:April 01, 1935","Location:Beauvais, France",Aboard:3   (passengers:0  crew:3),Fatalities:1   (passengers:0  crew:1),"Summary:Shortly after departure, the captain decided to return to Paris because of low visibility. The aircraft hit a tree and crashed in an open field. The chief pilot of Air France, Robert Bajac, 36, was killed. Blame was placed on the aircraft which was found to be unstable in flight."
"Date:April 06, 1935","Location:Brilon, Germany",Aboard:7   (passengers:2  crew:5),Fatalities:7   (passengers:2  crew:5),"Summary:Crashed after the pilot tried to maintain visual contact with the ground in heavy fog and snow. The plane was named ""Leeuwerik."" The pilot was unable to distinguish the ground from the surroundings and to establish his real position to continue then flight in a safely manner."
"Date:May 01, 1935","Location:Near Walsenberg, Colorado",Aboard:1   (passengers:0  crew:1),Fatalities:1   (passengers:0  crew:1),"Summary:Crashed at Rattlesnake Butte after the plane lost engine power. James Montijo, 40, the man who taught Amelia Earhart to fly, killed. The accidental collision with the ground while doing low flying in violation of the Air Commerce Regulations."
"Date:May 06, 1935","Location:Atlanta, Missouri",Aboard:14   (passengers:12  crew:2),Fatalities:5   (passengers:3  crew:2),"Summary:The plane crashed while en route from Albuquerque to Kansas City. After encountering fog and poor visibility, the plane was diverted to Kirksville where witnesses reported the low flying aircraft made contact with the ground and crashed. Whether the plane struck the ground while the pilot was attempting to make an emergency landing or because the available fuel supply had been exhausted, or for other reasons, could not be determined. New Mexico Senator Bronson M. Cutting, 46, killed. Improper clearance of the airplane from Albuquerque by the company's ground personnel when the plane's two-way radio was not functioning properly."
"Date:May 18, 1935","Location:Near Moscow, Russia",Aboard:50   (passengers:37  crew:13),Fatalities:50   (passengers:37  crew:13),"Summary:Midair collision with an I-5 fighter at 2,300 ft. The fighter was performing aerobatics trying to loop around the Tupolev. The plane crashed into a residental neighborhood and was on its maiden flight. The plane was nicknamed ""Maxim Gorky.""  Pilot error. Forty-nine killed on the Tupolev, one on the I-5"
"Date:May 18, 1935","Location:Flint, Michigan",Aboard:12   (passengers:11  crew:1),Fatalities:3   (passengers:2  crew:1),"Summary:While on a sightseeing trip, the plane ran out of fuel and crashed. Carelessness and negligence on the part of the pilot for not replenishing his fuel supply before it got dangerously low and poor judgment on his part for attempting to return to the airport when there was open terrain ahead of him. Many passengers did not use their seatbelts nor were they instructed in their use."
"Date:May 27, 1935","Location:Glendo, Wyoming",Aboard:1   (passengers:0  crew:1),Fatalities:1   (passengers:0  crew:1),"Summary:While flying in poor weather conditions, the pilot decided to reduce his altitude to maintain a visual contact with the ground and crashed into a hill. The accidental collision with the ground while flying low due to severe local weather conditions."
"Date:May 28, 1935","Location:Maywood, Illinois",Aboard:2   (passengers:1  crew:1),Fatalities:2   (passengers:1  crew:1),"Summary:Crashed into the ground on a farm  after the pilot made an abrupt turn to avoid trees, striking the wing on the ground. The unintentional collision with the ground while flying at too low altitude at night."
"Date:May 29, 1935","Location:San Barbra, Honduras",Aboard:9   (passengers:?  crew:?),Fatalities:6   (passengers:?  crew:?),Summary:Crashed into the Ulua River.
"Date:June 24, 1935","Location:Medellin, Colombia",Aboard:20   (passengers:18  crew:2),Fatalities:17   (passengers:15  crew:2),"Summary:A collision occurred between the two Ford Tri-Motors as one was barely off the ground and one was still on the ground at Olaya Herrera Airfield. The accident was officially attributed to wind sheer or the one aircraft being blown into the other aircraft as it took off. Rivalry among the two pilots may have played a part in the accident as one pilot had buzzed the other four days before the accident..  Actor, singer, Carlos Gardel, 44, and his lyricist Alfredo Le Pera, 35, among those killed."
"Date:July 14, 1935","Location:Amsterdam, Netherlands",Aboard:20   (passengers:15  crew:5),Fatalities:6   (passengers:2  crew:4),Summary:The plane lost altitude while attempting an emergency landing after taking off and losing two engines. The wing hit a dyke and the plane burst into flames.
"Date:July 19, 1935","Location:Off Chandeleur Island, Mississippi",Aboard:2   (passengers:1  crew:1),Fatalities:2   (passengers:1  crew:1),Summary:The plane deviated from its course and flew 20 miles off shore and crashed.  Cause unknown.
"Date:July 20, 1935","Location:Pian Giacomo, Switzerland",Aboard:13   (passengers:9  crew:4),Fatalities:13   (passengers:9  crew:4),"Summary:Crashed into a mountain near St. Bernard Pass in Switzerland. Mountains obscured by clouds. The crew flew through the wrong valley which ended in a dead end. Icing condtions,."
"Date:July 23, 1935","Location:Cardiff, United Kingdom",Aboard:8   (passengers:7  crew:1),Fatalities:1   (passengers:3  crew:0),"Summary:Shortly after taking from Cardiff Airport, and climbing, the twin engine aircraft stalled and crashed in a field. The plane was named  ""Saint Clements Bay ."""
"Date:July 28, 1935","Location:El Retiro, Colombia",Aboard:5   (passengers:3  crew:2),Fatalities:5   (passengers:3  crew:2),"Summary:While en route,, the crew encountered engine trouble, lost control of the aircraft and crashed  near the Rio Magdalena."
"Date:August 07, 1935","Location:Cairo, Egypt",Aboard:7   (passengers:3  crew:4),Fatalities:7   (passengers:3  crew:4),"Summary:Ten minutes after taking off an explosion occurred aboard and the aircraft crashed in the dessert, 8 km south of the airport. The cause of the explosion was undetermined."
"Date:August 13, 1935","Location:Hangow, China",Aboard:?   (passengers:?  crew:?),Fatalities:?   (passengers:?  crew:?),Summary:Destoryed in a storm.
"Date:August 14, 1935","Location:Near Gilmer, Texas",Aboard:4   (passengers:3  crew:1),Fatalities:4   (passengers:3  crew:1),Summary:Crashed 3 miles south of Gilmer. The outboard engine separated from the aircraft after a propeller blade broke off resulting in an imbalanced condition which led to loss of control of the aircraft.
"Date:August 15, 1935","Location:Walakpa, near Point Barrow, Alaska",Aboard:2   (passengers:1  crew:1),Fatalities:2   (passengers:1  crew:1),"Summary:Dense fog caused the pilot to make a forced landing about 15 miles south of Point Barrow.  After some mechanical repairs, the plane took off, rose to about 50 feet and then crashed into shallow water. Loss of control of the aircraft at a low altitude after sudden engine failure due to the extreme nose-heaviness of the aircraft. Adventurer, Wiley Post, 37, and humorist, Will Rogers, 56, killed. Most experts believe that a combination of miscalculations in the design and operation of the heavily customized aircraft resulted in the uncontrollable spin that occurred right after takeoff."
"Date:August 15, 1935","Location:Near Glendo, Wyoming",Aboard:3   (passengers:2  crew:1),Fatalities:3   (passengers:2  crew:1),"Summary:The plane flew into a mountain 43 miles West of Glendo in heavy fog.  Against advice to the contrary, the pilot decided to fly a direct route to Denver rather than go around, following the valleys and airways used by other pilots. The direct route took him across some of the most dangerous flying country in the west."
"Date:September 01, 1935","Location:Burbank, California",Aboard:3   (passengers:0  crew:3),Fatalities:3   (passengers:0  crew:3),"Summary:A few minutes after take off from Burbank Airport, while climbing to a height of 1,000 feet in foggy conditions, the aircraft went out of control, stalled, hit power lines and crashed in flames in a field."
"Date:September 13, 1935","Location:Near Tambo, Panama",Aboard:8   (passengers:7  crew:1),Fatalities:8   (passengers:7  crew:1),Summary:Crashed and burned in mountainous terrain in  adverse weather conditions.
"Date:October 02, 1935","Location:Off Finders Island, Victoria, Australia",Aboard:5   (passengers:3  crew:2),Fatalities:5   (passengers:3  crew:2),Summary:Crashed in the Bass Strait. Went in to an uncontrollable spin following an engine failure.
"Date:October 07, 1935","Location:Near Cheyenne, Wyoming",Aboard:12   (passengers:9  crew:3),Fatalities:12   (passengers:9  crew:3),"Summary:While flying in a normal, slightly descending path, the aircraft  first collided with the ground just a few feet  below the top of a small knoll tearing out both engines and engine nacelles. It then rebounded and continued through the air for a distance of 1,120 feet, where it came to rest.  Error on the part of the pilot in executing an abrupt maneuver with insufficient altitude for safety and failure of the pilot to maintain proper control of the aircraft during this maneuver."
"Date:October 09, 1935",Location:Gulf of Finland,Aboard:6   (passengers:4  crew:2),Fatalities:6   (passengers:4  crew:2),Summary:Crashed into the sea in the dense fog and low visibility.
"Date:October 21, 1935","Location:Troy, New York",Aboard:6   (passengers:4  crew:2),Fatalities:1   (passengers:0  crew:1),Summary:The plane lost the left engine shortly after taking off. The pilot tried to make an emergency landing but was caught in a downdraft and the plane crashed.
"Date:October 30, 1935","Location:Cheyenne, Wyoming",Aboard:4   (passengers:0  crew:4),Fatalities:4   (passengers:0  crew:4),Summary:Crashed into a hill in poor weather conditions 5 miles south of Cheyenne. Test flight. Poor judgment by the pilot for executing an abrupt maneuver with insufficient altitude for safety and  failure of the pilot to maintain proper control of the aircraft during this maneuver.
"Date:November 02, 1935","Location:Off Nhambupe, Brazil",Aboard:4   (passengers:0  crew:4),Fatalities:4   (passengers:0  crew:4),Summary:The postal plane crashed at Atalaya Beach in unknown circumstances.
"Date:November 09, 1935","Location:Near Fort Worth, Texas",Aboard:1   (passengers:0  crew:1),Fatalities:1   (passengers:0  crew:1),Summary:Plunged to the ground thirty minutes after leaving Fort Worth. Tried to return to Dallas airport due to inclement weather.
"Date:November 09, 1935","Location:Brindisi, Italy",Aboard:13   (passengers:10  crew:3),Fatalities:12   (passengers:9  crew:3),Summary:While preparing for departure a fire broke out. The fire erupted while fueling.
"Date:November 11, 1935","Location:Istres, France",Aboard:3   (passengers:0  crew:3),Fatalities:3   (passengers:0  crew:3),Summary:Crashed whille flying in the vicinity of a thunderstorm.
"Date:December 04, 1935","Location:Tours, France",Aboard:2   (passengers:0  crew:2),Fatalities:1   (passengers:0  crew:1),"Summary:On final approach, the aircraft was too low and hit a tree with it's right wing. It stalled and crashed in a garden short of the runway."
"Date:December 10, 1935","Location:Croydon, England",Aboard:11   (passengers:7  crew:4),Fatalities:11   (passengers:7  crew:4),"Summary:While flying low, the aircraft hit tree tops, stalled and crashed in flames into a wooded area 13 km short of the runway, The pilot did not request bearings from the airport and tried to navigate on his own."
"Date:December 24, 1935","Location:Wroctaw, Poland",Aboard:3   (passengers:2  crew:1),Fatalities:3   (passengers:2  crew:1),Summary:Crashed under unknown circumstances
"Date:December 31, 1935","Location:Off Alexandria, Egypt",Aboard:13   (passengers:9  crew:4),Fatalities:12   (passengers:9  crew:1),"Summary:The aircraft ran out of fuel and crashed off Alexandria. The plane was named ""The City of Khartoum."""
"Date:January 14, 1936","Location: Tres Esquinas, Colombia",Aboard:16   (passengers:13  crew:3),Fatalities:13   (passengers:10  crew:3),Summary:The float plane crashed after experiencing unknown technical difficulties while attempting to land.
"Date:January 14, 1936","Location:Goodwin, Arkansas",Aboard:17   (passengers:14  crew:3),Fatalities:17   (passengers:14  crew:3),"Summary:Flew into trees and disintegrated. The cause of the crash could not be determined.  Possible causes include, passenger interference, one fuel tank running dry, flying too low and the co-pilot alone at the controls."
"Date:January 17, 1936","Location:Near Cordillera, Boliva",Aboard:13   (passengers:10  crew:3),Fatalities:13   (passengers:10  crew:3),"Summary:Crashed into a mountain near the village of Tapacari, 23 miles from Chochabanba."
"Date:January 21, 1936","Location:Off Ajaccio, Corsica, France",Aboard:6   (passengers:3  crew:3),Fatalities:6   (passengers:3  crew:3),Summary:Vanished off the coast of Corsica after sending a distress call that the engine had failed.
"Date:January 29, 1936","Location:Denton, Texas",Aboard:6   (passengers:5  crew:1),Fatalities:1   (passengers:0  crew:1),Summary:Crashed into a clump of trees while attempting a landing in a snowstorm.
"Date:February 10, 1936",Location:Atlantic Ocean,Aboard:6   (passengers:1  crew:5),Fatalities:6   (passengers:1  crew:5),"Summary:Disappeared over the Atlantic ocean during a storm. The aircraft was never found. The aircraft was named ""Ville de Buenos Aires."""
"Date:February 15, 1936",Location:South Atlantic Ocean,Aboard:4   (passengers:0  crew:4),Fatalities:4   (passengers:0  crew:4),Summary:The mail plane disappeared while en route.
"Date:March 05, 1936","Location:Near Tengya, China",Aboard:6   (passengers:3  crew:3),Fatalities:0   (passengers:0  crew:0),Summary:Crash landed in mountains during a snowstorm.
"Date:March 14, 1936","Location:Ovalle, Chile",Aboard:5   (passengers:4  crew:1),Fatalities:5   (passengers:4  crew:1),Summary:Went out of control while taking off and crashed in a rivine.
"Date:March 26, 1936","Location:Amemeca, Mexico",Aboard:14   (passengers:10  crew:4),Fatalities:14   (passengers:10  crew:4),"Summary:While making a turn at low speed, the aircraft stalled and crashed into mountains and caught fire.  The plane was carrying mainly German tourists. Possibly caught in a down draft when flying too low to the ground."
"Date:April 01, 1936","Location:Pavillon, New York",Aboard:2   (passengers:0  crew:2),Fatalities:2   (passengers:0  crew:2),Summary:The mail plane explosion in mid-air before crashing to the ground in a snowstorm.
"Date:April 07, 1936","Location:Uniontown, Pennsylvania",Aboard:14   (passengers:11  crew:3),Fatalities:12   (passengers:10  crew:2),"Summary:Crashed into Chestnut Ridge in fog. The poor  judgment on the part of the pilot for flying by visual ground observation methods after having descended through the clouds and overcast in mountainous terrain at a point unknown to him. Because of clouds and poor visibility, this required flying close to the ground whereas the safest method under such circumstances was to climb into or above the overcast to a safe altitude and determine the location of the plane by instruments and radio."
"Date:April 11, 1936","Location:Port of Spain, Trinidad",Aboard:25   (passengers:18  crew:7),Fatalities:3   (passengers:2  crew:1),"Summary:Crashed  while taking off after the plane hit a boat . The aircraft was shipped to Miami and repaired. One of the injured passengers was Jose Iturbi, well known conductor and  pianist."
"Date:April 15, 1936","Location:Near Turin, Italy",Aboard:7   (passengers:5  crew:2),Fatalities:7   (passengers:5  crew:2),"Summary:Crashed on the slopes of Mount Basso, 20 miles from Turin."
"Date:April 17, 1936","Location:Orvin, Switzerland",Aboard:5   (passengers:0  crew:5),Fatalities:3   (passengers:0  crew:3),Summary:Deviated from the prescribed course and hit a mountain in poor weather conditions. Navigation error by the crew.
"Date:April 21, 1936","Location:Senlis, France",Aboard:2   (passengers:0  crew:2),Fatalities:2   (passengers:0  crew:2),Summary:Following taking off the cargo plane went out of control and crashed near Le Bourget Airport.
"Date:April 30, 1936","Location:Basel, Switzerland",Aboard:2   (passengers:0  crew:2),Fatalities:2   (passengers:0  crew:2),Summary:The cargo plane crashed into Mt. Rigi at night in poor weather conditons.
"Date:May 16, 1936","Location:Mount Waverley, Australia",Aboard:2   (passengers:0  crew:2),Fatalities:2   (passengers:0  crew:2),Summary:The aircraft hit telephone wires and a chimney before crashing in flames into a house.
"Date:June 09, 1936","Location:Malmo, Sweden",Aboard:15   (passengers:11  crew:4),Fatalities:1   (passengers:1  crew:0),"Summary:All four motors of the aircraft quit while taking off. The pilot attempted to land but crashed into a house. First fatal aviation accident in Sweden.The captain mistakenly opened the throttles instead of selecting the propeller pitch handles while the engines were in weak mixture, causing all four to stall out."
"Date:June 13, 1936","Location:Hannover, Germany",Aboard:6   (passengers:4  crew:2),Fatalities:1   (passengers:1  crew:0),"Summary:The pilot attempted an emergency landing in a field after the engine failured. The aircraft was named ""Puma."""
"Date:June 16, 1936","Location:Mt. Lihesten, Norway",Aboard:7   (passengers:3  crew:4),Fatalities:7   (passengers:3  crew:4),"Summary:While cruising, the aircraft crashed into the south face of Mt. Lyhesten in fog."
"Date:July 15, 1936","Location:Zagreb, Croatia",Aboard:7   (passengers:5  crew:2),Fatalities:7   (passengers:5  crew:2),Summary:Shortly after taking off in fog the aircraft went out of control and crashed into a field.
"Date:July 28, 1936","Location:Kulyab, Tajikistan",Aboard:6   (passengers:4  crew:2),Fatalities:6   (passengers:4  crew:2),Summary:The landing gear failed on landing. The aircraft veered off the runway and burst into flames.
"Date:July 31, 1936","Location:Off Channel Islands, Jersey",Aboard:10   (passengers:8  crew:2),Fatalities:10   (passengers:8  crew:2),Summary:Ditched at sea. Loss of all engines necessitating a ditching at sea.
"Date:August 02, 1936","Location:Mazamet, France",Aboard:3   (passengers:0  crew:3),Fatalities:3   (passengers:0  crew:3),Summary:The mail plane crashed into mountains 50 miles from Toulouse in fog.
"Date:August 03, 1936","Location:Ciudad Serdan,Mexico",Aboard:1   (passengers:0  crew:1),Fatalities:1   (passengers:0  crew:1),Summary:Crashed while delivering mail.
"Date:August 05, 1936","Location:St. Louis, Missouri",Aboard:8   (passengers:6  crew:2),Fatalities:8   (passengers:6  crew:2),"Summary:Crashed while attempting to take off from Lambert Field.  The making of a turn at an extremely low altitude, for reasons unknown, in which the wing of the airplane unintentionally contacted the ground."
"Date:August 06, 1936","Location:Choco, Colombia",Aboard:3   (passengers:1  crew:2),Fatalities:2   (passengers:1  crew:1),Summary:The float plane crashed under unknown circumstances.
"Date:August 12, 1936","Location:Altenkirchen, Germany",Aboard:2   (passengers:0  crew:2),Fatalities:2   (passengers:0  crew:2),Summary:The mail plane crashed at night under unknown circumstances.
"Date:August 22, 1936","Location:Mirabella, Greece",Aboard:11   (passengers:8  crew:3),Fatalities:2   (passengers:2  crew:0),"Summary:While attempting to land, the plane hit high waves and broke up. Strong lateral winds while landing on rough sea."
"Date:September 05, 1936","Location:Near Pittsburgh, Pennsylvania",Aboard:11   (passengers:10  crew:1),Fatalities:10   (passengers:9  crew:1),Summary:Lost all three engines after the fuel supply was cut off. Possibly a passenger shut off the fuel supply by accident with the heel of her shoe. One 17 year old girl survived.
"Date:September 24, 1936","Location:Benghazi, Libya",Aboard:10   (passengers:7  crew:3),Fatalities:9   (passengers:7  crew:2),"Summary:Suffered engine failue on the approach,struck the mast of a ship and burst into flames."
"Date:September 25, 1936",Location:English Channel,Aboard:2   (passengers:0  crew:2),Fatalities:2   (passengers:0  crew:2),Summary:Crashed under unknown circumstances while delivering mail.
"Date:September 28, 1936","Location:Walsenberg, Colorado",Aboard:3   (passengers:1  crew:2),Fatalities:3   (passengers:1  crew:2),Summary:Crashed in a snowstorm after the pilot cut the motor and the plane crashed into a hill.
"Date:September 29, 1936","Location:Napierville, Illinois",Aboard:4   (passengers:3  crew:1),Fatalities:4   (passengers:3  crew:1),"Summary:A half-hour after taking off, the engine failed and the plane crashed into a fence and burst into flames  while making a forced landing."
"Date:October 06, 1936","Location: Francisco Rueda,  Tabasco, Mexico",Aboard:1   (passengers:0  crew:1),Fatalities:1   (passengers:0  crew:1),Summary:The mail plane crashed for reasons unknown.
"Date:October 09, 1936","Location:Selby, North Yorkshire, United Kingdom",Aboard:1   (passengers:0  crew:1),Fatalities:1   (passengers:0  crew:1),Summary:The mail plane crashed under unknown circumstances.
"Date:November 01, 1936","Location:Near Tabarz, Germany",Aboard:15   (passengers:12  crew:3),Fatalities:11   (passengers:8  crew:3),Summary:While encountering heavy fog the aircraft was flying too low and hit tree tops before crashing into flames in a wooded area. It was believed that the pilot had �lost his bearings� while flying in a heavy fog resulting in either a controlled impact with the terrain or an uncontrolled descent into the ground.
"Date:November 17, 1936","Location:Nurnberg, Germany",Aboard:16   (passengers:13  crew:3),Fatalities:4   (passengers:3  crew:1),"Summary:On approach to Nuremberg Airport in foggy conditions, the aircraft deviated from the prescribed course and was too low when it hit tree tops and crashed in a wooded area. Pilot error."
"Date:November 19, 1936","Location:London, England",Aboard:4   (passengers:0  crew:4),Fatalities:2   (passengers:0  crew:2),Summary:The mail plane attempted to land in strong winds and poor weather conditons. Pilot error.
